age,annotation_id,annotator,created_at,expression,gender,id,image,lead_time,updated_at
adult,101,1,2024-06-26T18:18:27.694956Z,angry_faces,female,201,/Users/almamidany/Desktop/labeled/angry_faces/image0001516.jpg,7.171,2024-06-26T18:18:27.694982Z
adult,102,1,2024-06-26T18:18:32.357544Z,angry_faces,male,202,/Users/almamidany/Desktop/labeled/angry_faces/image0001765.jpg,4.478,2024-06-26T18:18:32.357569Z
adult,103,1,2024-06-26T18:18:36.629258Z,angry_faces,male,203,/Users/almamidany/Desktop/labeled/angry_faces/image0001933.jpg,4.109,2024-06-26T18:18:36.629288Z
adult,104,1,2024-06-26T18:18:41.241383Z,angry_faces,male,204,/Users/almamidany/Desktop/labeled/angry_faces/image0002156.jpg,4.436,2024-06-26T18:18:41.241409Z
adult,109,1,2024-06-26T18:19:05.745578Z,angry_faces,female,209,/Users/almamidany/Desktop/labeled/angry_faces/image0002532.jpg,5.87,2024-06-26T18:19:05.745606Z
adult,112,1,2024-06-26T18:19:24.672282Z,angry_faces,male,212,/Users/almamidany/Desktop/labeled/angry_faces/image0003039.jpg,8.546,2024-06-26T18:19:24.672307Z
adult,114,1,2024-06-26T18:19:37.687187Z,angry_faces,male,214,/Users/almamidany/Desktop/labeled/angry_faces/image0003161.jpg,3.678,2024-06-26T18:19:37.687215Z
adult,116,1,2024-06-26T18:19:47.805409Z,angry_faces,female,216,/Users/almamidany/Desktop/labeled/angry_faces/image0003411.jpg,5.811,2024-06-26T18:19:47.805440Z
adult,118,1,2024-06-26T18:20:01.575268Z,angry_faces,male,218,/Users/almamidany/Desktop/labeled/angry_faces/image0003762.jpg,9.655,2024-06-26T18:20:01.575296Z
adult,120,1,2024-06-26T18:20:10.445365Z,angry_faces,male,220,/Users/almamidany/Desktop/labeled/angry_faces/image0003836.jpg,4.406,2024-06-26T18:20:10.445390Z
adult,122,1,2024-06-26T18:20:19.734746Z,angry_faces,female,222,/Users/almamidany/Desktop/labeled/angry_faces/image0004357.jpg,3.988,2024-06-26T18:20:19.734772Z
adult,125,1,2024-06-26T18:20:34.003278Z,angry_faces,male,225,/Users/almamidany/Desktop/labeled/angry_faces/image0004816.jpg,3.986,2024-06-26T18:20:34.003303Z
adult,127,1,2024-06-26T18:20:43.041050Z,angry_faces,male,227,/Users/almamidany/Desktop/labeled/angry_faces/image0004970.jpg,4.068,2024-06-26T18:20:43.041075Z
adult,132,1,2024-06-26T18:21:07.013765Z,angry_faces,male,232,/Users/almamidany/Desktop/labeled/angry_faces/image0005315.jpg,4.404,2024-06-26T18:21:07.013792Z
adult,137,1,2024-06-26T18:21:33.729314Z,angry_faces,male,237,/Users/almamidany/Desktop/labeled/angry_faces/image0006020.jpg,4.875,2024-06-26T18:21:33.729341Z
adult,138,1,2024-06-26T18:21:40.051672Z,angry_faces,female,238,/Users/almamidany/Desktop/labeled/angry_faces/image0006142.jpg,6.139,2024-06-26T18:21:40.051700Z
adult,141,1,2024-06-26T18:21:54.946706Z,angry_faces,male,241,/Users/almamidany/Desktop/labeled/angry_faces/image0006322.jpg,4.766,2024-06-26T18:21:54.946736Z
adult,143,1,2024-06-26T18:22:03.424981Z,angry_faces,male,243,/Users/almamidany/Desktop/labeled/angry_faces/image0006582.jpg,3.759,2024-06-26T18:22:03.425007Z
adult,144,1,2024-06-26T18:22:09.322361Z,angry_faces,male,244,/Users/almamidany/Desktop/labeled/angry_faces/image0006597.jpg,5.721,2024-06-26T18:22:09.322388Z
adult,145,1,2024-06-26T18:22:13.706781Z,angry_faces,male,245,/Users/almamidany/Desktop/labeled/angry_faces/image0006608.jpg,4.222,2024-06-26T18:22:13.706806Z
adult,146,1,2024-06-26T18:22:18.421346Z,angry_faces,male,246,/Users/almamidany/Desktop/labeled/angry_faces/image0006816.jpg,4.54,2024-06-26T18:22:18.421373Z
adult,147,1,2024-06-26T18:22:22.774104Z,angry_faces,female,247,/Users/almamidany/Desktop/labeled/angry_faces/image0006839.jpg,4.177,2024-06-26T18:22:22.774132Z
adult,148,1,2024-06-26T18:22:27.784531Z,angry_faces,male,248,/Users/almamidany/Desktop/labeled/angry_faces/image0006965.jpg,4.838,2024-06-26T18:22:27.784556Z
adult,153,1,2024-06-26T18:22:51.644406Z,angry_faces,male,253,/Users/almamidany/Desktop/labeled/angry_faces/image0008218.jpg,4.157,2024-06-26T18:22:51.644434Z
adult,158,1,2024-06-26T18:23:14.737159Z,angry_faces,female,258,/Users/almamidany/Desktop/labeled/angry_faces/image0008970.jpg,4.736,2024-06-26T18:23:14.737184Z
adult,159,1,2024-06-26T18:23:19.172890Z,angry_faces,female,259,/Users/almamidany/Desktop/labeled/angry_faces/image0009099.jpg,4.269,2024-06-26T18:23:19.172932Z
adult,160,1,2024-06-26T18:23:24.817148Z,angry_faces,male,260,/Users/almamidany/Desktop/labeled/angry_faces/image0009216.jpg,5.469,2024-06-26T18:23:24.817176Z
